data_lancamento;titulo_original;cpb_roe;tipo_obra;pais_obra;publico_total;renda_total;distribuidora;registro_distribuidora;cnpj_distribuidora;ano_lancamento;mes_lancamento;dia_lancamento
2018-06-28;auto de resistência;B1800228200000;documentário;brasil;2940;39834.55;ludwig maia arthouse distribuidora de filmes ltda;22808.0;05.249.852/0001-30;2018;6;28
2018-06-28;berenice procura;B1700353800000;ficção;brasil;6138;92563.36;h2o distribuidora de filmes ltda;21541.0;15.372.472/0001-42;2018;6;28
2018-06-28;grandes médicos;B1700481900000;documentário;brasil;24;190.0;accorde filmes ltda.;1403.0;05.270.790/0001-49;2018;6;28
2018-06-28;i feel pretty;E1800140300000;ficção;estados unidos;136779;2027220.29;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2018;6;28
2018-06-28;marie francine;E1700617900000;ficção;bélgica;30288;440008.95;cinematográfica distribuidora de filmes ltda;33340.0;23.391.665/0001-79;2018;6;28
2018-06-28;oh lucy!;E1800222500000;ficção;japão;10749;183832.33;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;6;28
2018-06-28;sicario 2: soldado;E1800107200000;ficção;estados unidos;47201;939753.0;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2018;6;28
2018-06-28;the incredibles 2;E1800037700000;animação;estados unidos;9796647;144860252.44;the walt disney company (brasil) ltda.;18398.0;73.042.962/0001-87;2018;6;28
2018-06-21;amant double;E1700583100000;ficção;bélgica;28108;461197.75;antonio fernandes filmes ltda;532.0;02.668.665/0001-01;2018;6;21
2018-06-21;canastra suja;B1800073300000;ficção;brasil;2071;27185.14;ludwig maia arthouse distribuidora de filmes ltda;22808.0;05.249.852/0001-30;2018;6;21
2018-06-21;disobedience;E1800192700000;ficção;estados unidos;70944;1249761.0;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2018;6;21
2018-06-21;hereditary;E1800073100000;ficção;estados unidos;253777;3629968.63;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2018;6;21
2018-06-21;jurassic world: fallen kingdom;E1800169900000;ficção;estados unidos;5256680;80590099.62;universal pictures international brazil ltda.;33787.0;24.810.280/0001-61;2018;6;21
2018-06-21;memória italiana - histórias em família;B1800177600000;documentário;brasil;77;854.1;latinamerica entretenimento internacional ltda;15368.0;09.416.289/0001-07;2018;6;21
2018-06-21;rey;E1800086000000;ficção;chile;413;4466.75;miríade filmes e produções artísticas ltda;15977.0;11.101.993/0001-04;2018;6;21
2018-06-21;tungstênio;B1800116000000;ficção;brasil;5737;87295.61;pagu distribuicao de filmes ltda.;38312.0;29.080.317/0001-67;2018;6;21
2018-06-14;baronesa;B1700278300000;documentário;brasil;6496;49245.42;vitrine filmes ltda;16713.0;11.620.976/0001-83;2018;6;14
2018-06-14;book club;E1800210800000;ficção;estados unidos;164072;2882005.84;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2018;6;14
2018-06-14;der traumhafte weg;E1800176200000;ficção;alemanha;984;12077.6;zeta filmes ltda;22936.0;02.469.679/0001-98;2018;6;14
2018-06-14;dovlatov;E1800223800000;ficção;polônia;2122;33868.4;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;6;14
2018-06-14;em 97 era assim;B1700316900000;ficção;brasil;1238;14282.58;bretz filmes distribuidora e produtora ltda - epp;19243.0;39.079.678/0001-47;2018;6;14
2018-06-14;midnight sun;E1800070700000;ficção;estados unidos;32945;444868.75;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2018;6;14
2018-06-14;o nó do diabo;B1800187300000;ficção;brasil;2068;18796.17;elo audiovisual serviços ltda;5672.0;07.700.630/0001-18;2018;6;14
2018-06-14;safari;E1800224300000;documentário;áustria;238;2861.85;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2018;6;14
2018-06-14;talvez uma história de amor;B1800212800000;ficção;brasil;37296;557308.25;warner bros. (south) inc.;265.0;33.015.827/0001-28;2018;6;14
2018-06-07;24 hours to live;E1800188200000;ficção;estados unidos;19811;289690.77;playarte pictures entretenimentos ltda.;443.0;00.943.231/0001-39;2018;6;7
2018-06-07;anna karenina. istoriya vronskogo;E1800045200000;ficção;rússia;10085;165145.03;união municipal dos estudantes secundaristas;15603.0;57.277.113/0001-56;2018;6;7
2018-06-07;as boas maneiras;B1700450500000;ficção;frança;11420;172733.63;reserva nacional distribuidora de filmes ltda.;11868.0;08.346.733/0001-94;2018;6;7
2018-06-07;ballet bolshoi: the flames of paris;E1700529700000;vídeomusical;inglaterra;761;22306.02;united cinemas international brasil ltda.;749.0;01.289.530/0001-64;2018;6;7
2018-06-07;bonifácio, o fundador do brasil;B1800077400000;documentário;brasil;3749;86109.04;m c ventura produções cinematográficas eireli;37407.0;28.007.626/0001-49;2018;6;7
2018-06-07;caminho do mar;B1700349900000;documentário;brasil;1037;7241.6;bang bang filmes produções eireli;1126.0;01.230.968/0001-77;2018;6;7
2018-06-07;comboio de sal e açúcar;B1700249500000;ficção;brasil;3316;43803.42;livres distribuidora de audivisual ltda me;21870.0;15.263.576/0001-19;2018;6;7
2018-06-07;los territorios;B1700605800000;documentário;argentina;878;8536.33;vitrine filmes ltda;16713.0;11.620.976/0001-83;2018;6;7
2018-06-07;mazinger z - infinity;E1800192300000;animação;japão;778;12689.0;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2018;6;7
2018-06-07;o muro;B1800247400000;documentário;brasil;150;1815.1;espiral criacao e producao cultural ltda;22820.0;02.972.707/0001-95;2018;6;7
2018-06-07;ocean's 8;E1800213600000;ficção;estados unidos;1284773;20860365.55;warner bros. (south) inc.;265.0;33.015.827/0001-28;2018;6;7
2018-06-07;revenge;E1800198900000;ficção;frança;4322;63866.91;p & m distribuidora de filmes ltda;31931.0;22.910.081/0001-08;2018;6;7
2018-06-07;selfie from hell;E1700035400000;ficção;alemanha;782;12625.01;cinematográfica distribuidora de filmes ltda;33340.0;23.391.665/0001-79;2018;6;7
2018-06-07;the death of stalin;E1800211000000;ficção;frança;13193;237480.2;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2018;6;7
2018-06-07;the hurricane heist;E1800119100000;ficção;estados unidos;222792;3084704.63;wmix distribuidora ltda.;1935.0;03.918.609/0001-32;2018;6;7
2018-06-07;the strangers: prey at night;E1800074600000;ficção;estados unidos;55630;756954.76;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2018;6;7
2018-05-31;a superfície da sombra;B1700248900000;ficção;brasil;1178;17096.66;panda filmes ltda;941.0;04.980.287/0001-14;2018;5;31
2018-05-31;amores de chumbo;B1800089800000;ficção;brasil;2572;22443.55;elo audiovisual serviços ltda;5672.0;07.700.630/0001-18;2018;5;31
2018-05-31;dedo na ferida;B1700580400000;documentário;brasil;4724;65183.43;caliban produções cinematográficas ltda.;854.0;27.651.181/0001-72;2018;5;31
2018-05-31;i can only imagine;E1800019200000;ficção;estados unidos;253304;3729219.79;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2018;5;31
2018-05-31;in guerra per amore;E1800176700000;ficção;itália;3593;66303.7;circuito cinearte ltda;1083.0;01.425.583/0001-65;2018;5;31
2018-05-31;inhebek hedi;E1800184400000;ficção;bélgica;15666;253317.23;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2018;5;31
2018-05-31;jupiter’s moon;E1800183800000;ficção;alemanha;3912;64955.81;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;5;31
2018-05-31;não se aceitam devoluções;B1800010300000;ficção;brasil;292740;4182222.03;fox film do brasil ltda;256.0;33.110.420/0001-80;2018;5;31
2018-05-31;o silêncio é uma prece;B1800193400000;documentário;brasil;5613;97683.92;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2018;5;31
2018-05-31;paraíso perdido;B1800202100000;ficção;brasil;21598;321488.8;vitrine filmes ltda;16713.0;11.620.976/0001-83;2018;5;31
2018-05-31;sherlock gnomes;E1800076300000;animação;estados unidos;488614;7323949.64;paramount pictures brasil distribuidora de filmes ltda;169.0;27.654.722/0001-16;2018;5;31
2018-05-24;a vida extra-ordinária de tarso de castro;B1800115300000;documentário;brasil;1413;13578.29;boulevard filmes ltda;17484.0;12.126.484/0001-07;2018;5;24
2018-05-24;alguém como eu;B1800130000000;ficção;portugal;28531;402747.61;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2018;5;24
2018-05-24;antes que eu me esqueça;B1700306100000;ficção;brasil;16232;281853.2;wmix distribuidora ltda.;1935.0;03.918.609/0001-32;2018;5;24
2018-05-24;bitter harvest;E1800068700000;ficção;canadá;1903;31136.47;antonio fernandes filmes ltda;532.0;02.668.665/0001-01;2018;5;24
2018-05-24;eye on juliet;E1800176000000;ficção;canadá;1116;15718.27;esfera produções culturais eireli;18039.0;11.579.388/0001-43;2018;5;24
2018-05-24;han solo: a star wars story;E1800068600000;ficção;estados unidos;703153;13021670.02;the walt disney company (brasil) ltda.;18398.0;73.042.962/0001-87;2018;5;24
2018-05-24;rekvijem za gospodju j.;E1800163500000;ficção;bulgária;1872;26954.3;zeta filmes ltda;22936.0;02.469.679/0001-98;2018;5;24
2018-05-24;rio mumbai;B1700606700000;ficção;brasil;193;3340.11;copa filmes e produções artisticas ltda.;16573.0;01.386.569/0001-08;2018;5;24
2018-05-24;thirst street;E1700468700000;ficção;estados unidos;3394;56199.29;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;5;24
2018-05-24;tully;E1800073200000;ficção;estados unidos;35577;699949.22;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2018;5;24
2018-05-22;chega de fiu fiu;B1800184900000;documentário;brasil;1300;13390.91;parlatório produções ltda me;38699.0;08.203.131/0001-88;2018;5;22
2018-05-17;close-knit;E1800002800000;ficção;japão;8263;128957.83;lanca distribuidora de filmes ltda;25115.0;18.384.267/0001-95;2018;5;17
2018-05-17;deadpool 2;E1800015400000;ficção;estados unidos;4595784;66877126.84;fox film do brasil ltda;256.0;33.110.420/0001-80;2018;5;17
2018-05-17;em um mundo interior;B1700189700000;documentário;brasil;2364;23867.95;elo audiovisual serviços ltda;5672.0;07.700.630/0001-18;2018;5;17
2018-05-17;maya the bee movie 2 - the honey games;E1800136100000;animação;alemanha;100443;1436863.01;playarte pictures entretenimentos ltda.;443.0;00.943.231/0001-39;2018;5;17
2018-05-17;mes provinciales;E1800133800000;ficção;frança;5931;90515.02;cinematográfica distribuidora de filmes ltda;33340.0;23.391.665/0001-79;2018;5;17
2018-05-17;o processo;B1800130600000;documentário;brasil;66137;916586.7;vitrine filmes ltda;16713.0;11.620.976/0001-83;2018;5;17
2018-05-17;until the birds return;E1700412700000;ficção;frança;5113;90855.86;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;5;17
2018-05-10;death wish;E1700439100000;ficção;estados unidos;132403;2069104.39;wmix distribuidora ltda.;1935.0;03.918.609/0001-32;2018;5;10
2018-05-10;finding your feet;E1800090900000;ficção;reino unido;22073;378108.26;antonio fernandes filmes ltda;532.0;02.668.665/0001-01;2018;5;10
2018-05-10;game night;E1800088300000;ficção;estados unidos;198467;3236121.14;warner bros. (south) inc.;265.0;33.015.827/0001-28;2018;5;10
2018-05-10;hare krishna! the mantra, the movement and the swami who started it all;E1800136200000;documentário;estados unidos;2493;53324.31;cinecolor do brasil ltda;2631.0;05.332.959/0001-48;2018;5;10
2018-05-10;l’ombre des femmes;E1800177300000;ficção;frança;4475;71346.95;tucumán distribuidora de filmes ltda;16132.0;10.681.698/0001-01;2018;5;10
2018-05-10;marcos medeiros - codinome vampiro;B1700000300000;documentário;brasil;117;1615.14;cavideo produções comércio e locação de filmes ltda;11893.0;01.666.326/0001-15;2018;5;10
2018-05-10;o renascimento do parto 2;B1800038700000;documentário;brasil;6234;100784.93;circuito cinearte ltda;1083.0;01.425.583/0001-65;2018;5;10
2018-05-10;radiance;E1800158300000;ficção;frança;8385;131539.15;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;5;10
2018-05-10;todos os paulos do mundo;B1800029300000;documentário;brasil;2846;19985.85;vitrine filmes ltda;16713.0;11.620.976/0001-83;2018;5;10
2018-05-03;a ciambra;E1700467600000;ficção;brasil;7710;110503.17;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2018;5;3
2018-05-03;a tropa de trapo - na selva do arco-íris;B1800131200000;animação;brasil;229;1125.0;raiz distribuidora audiovisual ltda.;11792.0;08.331.280/0001-22;2018;5;3
2018-05-03;ballet bolshoi giselle;E1600279500000;vídeomusical;inglaterra;2379;70065.5;united cinemas international brasil ltda.;749.0;01.289.530/0001-64;2018;5;3
2018-05-03;gringo;E1800075900000;ficção;austrália;12388;246852.32;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2018;5;3
2018-05-03;le parc;E1800137700000;ficção;frança;658;8229.69;zeta filmes ltda;22936.0;02.469.679/0001-98;2018;5;3
2018-05-03;les fantomes d’ismaël;E1800137800000;ficção;frança;8820;141896.85;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;5;3
2018-05-03;paul, apostle of christ;E1800038000000;ficção;estados unidos;767548;10999922.0;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2018;5;3
2018-05-03;querida mamãe;B1700332400000;ficção;brasil;1646;17576.66;elo audiovisual serviços ltda;5672.0;07.700.630/0001-18;2018;5;3
2018-05-03;teu mundo não cabe nos meus olhos;B1800124400000;ficção;brasil;14881;240190.7;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2018;5;3
2018-05-03;truth or dare;E1800053600000;ficção;estados unidos;496726;6881255.64;universal pictures international brazil ltda.;33787.0;24.810.280/0001-61;2018;5;3
2018-05-01;ayrton senna - o musical;B1800174600000;jornalística;brasil;1431;31031.03;cinecolor do brasil ltda;2631.0;05.332.959/0001-48;2018;5;1
2018-04-26;a cidade do futuro;B1600756100000;ficção;brasil;11786;153437.21;vitrine filmes ltda;16713.0;11.620.976/0001-83;2018;4;26
2018-04-26;avengers: infinity war;E1800067100000;ficção;estados unidos;14481596;237781779.54;the walt disney company (brasil) ltda.;18398.0;73.042.962/0001-87;2018;4;26
2018-04-26;ex-pajé;B1800001000000;documentário;brasil;9133;130030.16;gullane entretenimento s.a.;848.0;01.378.559/0001-12;2018;4;26
2018-04-26;film stars don't die in liverpool;E1800073000000;ficção;reino unido;11157;191444.47;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2018;4;26
2018-04-26;guarnieri;B1800152000000;documentário;brasil;203;774.15;mira filmes ltda - me;17344.0;04.650.621/0001-71;2018;4;26
2018-04-26;pagliacci;B1800127700000;documentário;brasil;570;7804.8;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2018;4;26
2018-04-26;please stand by;E1700441800000;ficção;estados unidos;17966;381953.23;wmix distribuidora ltda.;1935.0;03.918.609/0001-32;2018;4;26
2018-04-26;praça paris;B1700405200000;ficção;argentina;13348;206149.42;reserva nacional distribuidora de filmes ltda.;11868.0;08.346.733/0001-94;2018;4;26
2018-04-26;rogério duarte o tropikaoslista;B1600641100000;documentário;brasil;1338;14542.93;o2 produções artísticas e cinematográficas ltda.;63.0;67.431.718/0001-03;2018;4;26
2018-04-26;the mercy;E1800132300000;ficção;reino unido;12126;244030.24;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2018;4;26
2018-04-19;construindo pontes;B1700449500000;documentário;brasil;2538;24709.81;maquina filmes ltda;1191.0;81.183.527/0001-09;2018;4;19
2018-04-19;entebbe;E1800070800000;ficção;estados unidos;92344;1944624.0;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2018;4;19
2018-04-19;my blind date with life;E1700475300000;ficção;alemanha;20267;337377.05;rj distribuidora de filmes ltda;5963.0;00.146.442/0001-40;2018;4;19
2018-04-19;quase memória;B1500585400000;ficção;brasil;4188;60682.88;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2018;4;19
2018-04-19;submergence;E1700203900000;ficção;estados unidos;19833;422355.78;antonio fernandes filmes ltda;532.0;02.668.665/0001-01;2018;4;19
2018-04-19;the crucifixion;E1700202500000;ficção;estados unidos;307908;4448092.31;wmix distribuidora ltda.;1935.0;03.918.609/0001-32;2018;4;19
2018-04-19;the third murder;E1800112500000;ficção;japão;6597;120895.45;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;4;19
2018-04-19;todo clichê do amor;B1600746000000;ficção;brasil;573;10049.42;muk produções s/s ltda. me.;19985.0;13.353.285/0001-96;2018;4;19
2018-04-18;o fabuloso zé rodrix;B1800173000000;documentário;brasil;2;20.0;kompanhia teatro multimídia de são paulo;57643.0;60.740.149/0001-39;2018;4;18
2018-04-12;aos teus olhos;B1700416900000;ficção;brasil;27870;463559.59;pagu distribuicao de filmes ltda.;38312.0;29.080.317/0001-67;2018;4;12
2018-04-12;d'après une histoire vraie;E1700443200000;ficção;bélgica;37224;730833.12;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2018;4;12
2018-04-12;la novia del desierto;E1700601800000;ficção;argentina;6145;94436.85;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;4;12
2018-04-12;rampage;E1800084100000;ficção;estados unidos;1334914;21120187.63;warner bros. (south) inc.;265.0;33.015.827/0001-28;2018;4;12
2018-04-12;sanpo suru shinryakusha;E1800139000000;ficção;japão;1941;27626.98;zeta filmes ltda;22936.0;02.469.679/0001-98;2018;4;12
2018-04-12;severina;B1700414300000;ficção;brasil;13647;144302.85;vitrine filmes ltda;16713.0;11.620.976/0001-83;2018;4;12
2018-04-12;the day after;E1800074300000;ficção;coréia do sul;4906;70536.78;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2018;4;12
2018-04-05;1945;E1800119400000;ficção;hungria;16976;265581.39;omf servicos & consultoria ltda;28508.0;21.437.756/0001-72;2018;4;5
2018-04-05;a quiet place;E1800074200000;ficção;estados unidos;1507076;23150779.06;paramount pictures brasil distribuidora de filmes ltda;169.0;27.654.722/0001-16;2018;4;5
2018-04-05;arábia;B1700085300000;ficção;brasil;11565;161557.29;embauba filmes ltda;23638.0;15.144.532/0001-70;2018;4;5
2018-04-05;ballet bolshoi: romeo e juliet;E1600070300000;vídeomusical;rússia;2242;65014.49;united cinemas international brasil ltda.;749.0;01.289.530/0001-64;2018;4;5
2018-04-05;den of thieves;E1800015700000;ficção;estados unidos;57526;1093002.59;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2018;4;5
2018-04-05;early man;E1700600900000;animação;frança;139041;1968520.07;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2018;4;5
2018-04-05;em nome da américa;B1700546500000;documentário;brasil;1188;10648.4;inquieta cinema, cultura e comunicacao ltda.;29984.0;21.805.885/0001-76;2018;4;5
2018-04-05;love, simon;E1800011100000;ficção;estados unidos;320499;4907350.24;fox film do brasil ltda;256.0;33.110.420/0001-80;2018;4;5
2018-04-05;the leisure seeker;E1700487400000;ficção;frança;35652;565754.98;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2018;4;5
2018-04-05;tropykaos;B1700025700000;ficção;brasil;1759;13530.96;pipa nativa produção cultural ltda;5467.0;05.933.574/0001-36;2018;4;5
2018-04-05;un saison en france;E1800095100000;ficção;frança;7047;104592.76;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;4;5
2018-03-29;a wrinkle in time;E1800033300000;ficção;estados unidos;153483;2515503.12;the walt disney company (brasil) ltda.;18398.0;73.042.962/0001-87;2018;3;29
2018-03-29;górgona;B1700605900000;documentário;brasil;224;4188.6;circuito cinearte ltda;1083.0;01.425.583/0001-65;2018;3;29
2018-03-29;madame;E1700587400000;ficção;frança;41403;739777.59;antonio fernandes filmes ltda;532.0;02.668.665/0001-01;2018;3;29
2018-03-29;nada a perder;B1800110100000;ficção;brasil;12173228;120873559.85;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2018;3;29
2018-03-29;ready player one;E1800085100000;ficção;estados unidos;1156422;20026415.68;warner bros. (south) inc.;265.0;33.015.827/0001-28;2018;3;29
2018-03-29;red trees;E1800095300000;documentário;inglaterra;1406;24853.8;erika gertrud friedrich fromm;17028.0;PESSOA FÍSICA;2018;3;29
2018-03-29;stromboli;E1800045300000;ficção;itália;3196;42809.3;zeta filmes ltda;22936.0;02.469.679/0001-98;2018;3;29
2018-03-29;un beau soleil intérieur;E1800087200000;ficção;frança;55038;908195.66;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;3;29
2018-03-29;zama;B1700480900000;ficção;brasil;10411;142427.41;vitrine filmes ltda;16713.0;11.620.976/0001-83;2018;3;29
2018-03-23;o jabuti e a anta;B1700090400000;documentário;brasil;202;1904.5;parlatório produções ltda me;38699.0;08.203.131/0001-88;2018;3;23
2018-03-22;all i see is you;E1800078000000;ficção;estados unidos;10370;195243.2;sm distribuidora de filmes ltda;11922.0;08.257.054/0001-49;2018;3;22
2018-03-22;escolas em luta;B1700402200000;documentário;brasil;311;2244.5;parlatório produções ltda me;38699.0;08.203.131/0001-88;2018;3;22
2018-03-22;il gattopardo;E1800127100000;ficção;itália;366;2279.0;f. j. cines ltda;310.0;61.574.109/0001-27;2018;3;22
2018-03-22;l'odyssée;E1800037800000;ficção;frança;6253;101219.62;esfera produções culturais eireli;18039.0;11.579.388/0001-43;2018;3;22
2018-03-22;la vie de chateau;E1700454200000;ficção;frança;2691;35220.62;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;3;22
2018-03-22;last flag flying;E1700554100000;ficção;estados unidos;16226;352312.05;wmix distribuidora ltda.;1935.0;03.918.609/0001-32;2018;3;22
2018-03-22;o caso do homem errado;B1700451600000;documentário;brasil;1207;10796.5;interagir cultural producoes cinematograficas ltda;39351.0;29.942.476/0001-23;2018;3;22
2018-03-22;pacific rim: uprising;E1800053500000;ficção;estados unidos;845743;12761852.35;universal pictures international brazil ltda.;33787.0;24.810.280/0001-61;2018;3;22
2018-03-22;peter rabbit;E1800029900000;animação;austrália;937290;12946705.85;columbia tristar filmes do brasil ltda;84.0;00.979.601/0001-98;2018;3;22
2018-03-22;soldados do araguaia;B1700539800000;documentário;brasil;1213;17600.36;urca filmes ltda;1304.0;05.256.465/0001-21;2018;3;22
2018-03-22;the bookshop;E1800066400000;ficção;alemanha;38135;591124.56;cinematográfica distribuidora de filmes ltda;33340.0;23.391.665/0001-79;2018;3;22
2018-03-20;rio do medo;B1800077300000;documentário;brasil;79;518.7;bizum comunicação ltda;1013.0;03.279.751/0001-87;2018;3;20
2018-03-16;os caubóis do apocalipse;B1700406200000;ficção;brasil;394;7020.0;pietà filmes e produções ltda epp;20926.0;14.341.183/0001-13;2018;3;16
2018-03-15;12 strong;E1800009300000;ficção;estados unidos;30930;549085.55;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2018;3;15
2018-03-15;a luta do século;B1600441200000;documentário;brasil;2710;31808.01;vitrine filmes ltda;16713.0;11.620.976/0001-83;2018;3;15
2018-03-15;ballet bolshoi the lady of the camellias;E1600279800000;vídeomusical;inglaterra;2263;63072.81;united cinemas international brasil ltda.;749.0;01.289.530/0001-64;2018;3;15
2018-03-15;híbridos, os espíritos do brasil;B1700374300000;documentário;brasil;1420;22841.08;miríade filmes e produções artísticas ltda;15977.0;11.101.993/0001-04;2018;3;15
2018-03-15;imagens do estado novo 1937-45;B1600193300000;documentário;brasil;2701;39624.62;brasil 1500 produções cinematográficas ltda;299.0;01.519.695/0001-85;2018;3;15
2018-03-15;in the fade;E1700463800000;ficção;alemanha;27768;460003.78;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;3;15
2018-03-15;l'amant d'un jour;E1800081500000;ficção;frança;11284;156567.86;p & m distribuidora de filmes ltda;31931.0;22.910.081/0001-08;2018;3;15
2018-03-15;mary magdalene;E1800053400000;ficção;reino unido;201281;3198096.27;universal pictures international brazil ltda.;33787.0;24.810.280/0001-61;2018;3;15
2018-03-15;o cravo e a rosa - o documentário;B1800055100000;documentário;brasil;6;70.2;kellys kelfis da silva almeida santos de abreu;38830.0;23.558.339/0001-03;2018;3;15
2018-03-15;o silêncio da noite é que tem sido testemunha das minhas amarguras;B1700159700000;documentário;brasil;794;7190.7;inquieta cinema, cultura e comunicacao ltda.;29984.0;21.805.885/0001-76;2018;3;15
2018-03-15;tomb raider;E1700619000000;ficção;estados unidos;894751;14609703.36;warner bros. (south) inc.;265.0;33.015.827/0001-28;2018;3;15
2018-03-15;western;E1700515800000;ficção;alemanha;2587;33801.66;zeta filmes ltda;22936.0;02.469.679/0001-98;2018;3;15
2018-03-08;47 meters down;E1800059700000;ficção;estados unidos;52716;719140.24;playarte pictures entretenimentos ltda.;443.0;00.943.231/0001-39;2018;3;8
2018-03-08;a imagem da tolerância;B1800033200000;documentário;brasil;671;10006.22;circuito cinearte ltda;1083.0;01.425.583/0001-65;2018;3;8
2018-03-08;daphne;E1800062700000;ficção;reino unido;3665;50852.42;omf servicos & consultoria ltda;28508.0;21.437.756/0001-72;2018;3;8
2018-03-08;number one;E1800060200000;ficção;frança;5816;89893.63;tag cultural distribuidora de filmes ltda;173.0;03.599.148/0001-82;2018;3;8
2018-03-08;os farofeiros;B1700611000000;ficção;brasil;2596209;36724093.87;freespirit distribuidora de filmes ltda.;4904.0;07.616.202/0001-01;2018;3;8
2018-03-08;santoro- o homem e sua música;B1600050100000;documentário;brasil;620;8394.64;dada' n zen produções artísticas, culturais e turismo ltda.;25356.0;40.203.424/0001-78;2018;3;8
2018-03-08;the 15:17 to paris;E1700623600000;ficção;estados unidos;35645;748738.81;warner bros. (south) inc.;265.0;33.015.827/0001-28;2018;3;8
2018-03-08;the commuter;E1800045100000;ficção;estados unidos;329596;5271734.9;wmix distribuidora ltda.;1935.0;03.918.609/0001-32;2018;3;8
2018-03-08;torquato neto - todas as horas do fim;B1700532000000;documentário;brasil;9429;73550.2;vitrine filmes ltda;16713.0;11.620.976/0001-83;2018;3;8
2018-03-08;uma espécie de família;B1700462900000;ficção;argentina;3566;50056.14;providence distribuidora de filmes ltda;12443.0;08.656.129/0001-64;2018;3;8
2018-03-01;cartas para um ladrão de livros;B1700560500000;documentário;brasil;488;3916.56;boutique filmes e produções ltda.;22631.0;16.729.130/0001-08;2018;3;1
2018-03-01;gnome alone;E1700517500000;animação;estados unidos;188036;2644660.39;wmix distribuidora ltda.;1935.0;03.918.609/0001-32;2018;3;1
2018-03-01;motorrad;B1700614000000;ficção;brasil;10493;141413.28;warner bros. (south) inc.;265.0;33.015.827/0001-28;2018;3;1
2018-03-01;para ter onde ir;B1700026000000;ficção;brasil;1737;13927.97;o2 produções artísticas e cinematográficas ltda.;63.0;67.431.718/0001-03;2018;3;1
2018-03-01;piripkura;B1700242100000;documentário;brasil;956;17771.78;synapse brazil licenciamento de direitos audiovisuais ltda;277.0;02.185.369/0001-41;2018;3;1
2018-03-01;red sparrow;E1800012100000;ficção;estados unidos;340989;6101409.67;fox film do brasil ltda;256.0;33.110.420/0001-80;2018;3;1
2018-03-01;the florida project;E1700559200000;ficção;estados unidos;25889;433508.63;diamond films do brasil produção e distribuição audiovisual ltda.;22724.0;17.095.184/0001-13;2018;3;1
2018-03-01;todas as razões para esquecer;B1700428100000;ficção;brasil;2305;35918.04;bretz filmes distribuidora e produtora ltda - epp;19243.0;39.079.678/0001-47;2018;3;1
